거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
"     7,700",1992,2010, 남산동,까치,1,21~31,59.66,2482-1,27110,10
"    14,450",1993,2010, 남산동,보성황실타운,1,21~31,84.99,2466-1,27110,21
"    16,750",2005,2010, 남산동,남산그린타운,1,21~31,69.24,2937-1,27110,16
"    16,100",2005,2010, 남산동,남산그린타운,1,21~31,69.24,2937-1,27110,9
"     9,800",1993,2010, 남산동,보성황실타운,1,21~31,59.96,2466-1,27110,8
"     4,400",1992,2010, 남산동,까치,1,21~31,33.06,2482-1,27110,11
"    15,300",1993,2010, 남산동,보성황실타운,1,21~31,84.99,2466-1,27110,14
"    15,100",1986,2010, 대봉동,청운맨션,1,1~10,84.93,44-10,27110,6
"    17,200",1986,2010, 대봉동,청운맨션,1,11~20,122.22,44-10,27110,11
"    49,000",2007,2010, 대봉동,센트로팰리스,1,11~20,153.05,60-10,27110,43
"    14,600",1986,2010, 대봉동,청운맨션,1,21~31,84.93,44-10,27110,2
"    17,480",2006,2010, 대봉동,대봉화성파크드림,1,21~31,79.74,152-24,27110,4
"    24,300",2007,2010, 대봉동,센트로팰리스,1,21~31,80.74,60-10,27110,14
"    14,000",2007,2010, 동인동1가,삼승슈퍼타워,2,1~10,83.5,362,27110,10
"     7,300",1997,2010, 동인동1가,시티타운,2,1~10,51.87,33-1,27110,4
"     8,850",1997,2010, 동인동1가,시티타운,2,21~28,59.91,33-1,27110,10
"    12,500",1977,2010, 동인동3가,삼익맨션,2,1~10,110.05,192,27110,1
"    20,000",2006,2010, 봉산동,봉산뜨란채,2,1~10,84.6,110,27110,10
"    16,500",2006,2010, 봉산동,봉산뜨란채,2,1~10,84.6,110,27110,12
"    19,100",2006,2010, 봉산동,봉산뜨란채,2,21~28,75.58,110,27110,12
"     7,200",1978,2010, 태평로1가,태평,2,11~20,58.81,23-1,27110,4
"    50,700",2007,2010, 계산동2가,미소시티,2,1~10,157.22,100,27110,17
"    43,300",2007,2010, 계산동2가,미소시티,2,11~20,138.16,100,27110,16
"    44,500",2007,2010, 계산동2가,미소시티,2,21~28,138.16,100,27110,25
"    19,300",2006,2010, 대신동,태왕아너스스카이,2,1~10,75.98,305-1,27110,1
"    22,900",2006,2010, 대신동,태왕아너스스카이,2,21~28,84.93,305-1,27110,21
"     6,300",1984,2010, 달성동,금오맨션,2,11~20,58.46,118-3,27110,9
"    13,000",1993,2010, 남산동,보성황실타운,2,1~10,84.99,2466-1,27110,13
"     4,300",1992,2010, 남산동,까치,2,1~10,33.06,2482-1,27110,11
"     7,700",2003,2010, 남산동,현서그린,2,1~10,59.87,2210-8,27110,3
"    12,500",1992,2010, 남산동,송림맨션,2,1~10,84.97,2434,27110,18
"    13,400",1993,2010, 남산동,보성황실타운,2,1~10,84.99,2466-1,27110,2
"    14,000",1992,2010, 남산동,송림맨션,2,1~10,134.59,2434,27110,6
"     9,600",1993,2010, 남산동,보성황실타운,2,1~10,59.96,2466-1,27110,11
"     4,500",1992,2010, 남산동,까치,2,1~10,33.06,2482-1,27110,8
"    10,000",1993,2010, 남산동,보성황실타운,2,11~20,59.96,2466-1,27110,10
"    19,800",1993,2010, 남산동,보성황실타운,2,11~20,119.84,2466-1,27110,6
"    13,300",1993,2010, 남산동,보성황실타운,2,11~20,84.99,2466-1,27110,2
"     6,350",2003,2010, 남산동,심미한마음,2,11~20,53.82,2483-1,27110,4
"    14,000",1993,2010, 남산동,보성황실타운,2,11~20,84.99,2466-1,27110,6
"    26,400",2007,2010, 남산동,반월당삼정그린코아,2,21~28,129.83,665,27110,6
"     9,300",1992,2010, 남산동,송림맨션,2,21~28,59.99,2434,27110,18
"    11,500",1992,2010, 남산동,송림맨션,2,21~28,84.97,2434,27110,9
"    48,400",2007,2010, 대봉동,센트로팰리스,2,1~10,153.05,60-10,27110,22
"    21,000",1986,2010, 대봉동,청운맨션,2,1~10,128.07,44-10,27110,6
"    24,000",2007,2010, 대봉동,센트로팰리스,2,1~10,80.74,60-10,27110,8
"    17,600",1986,2010, 대봉동,청운맨션,2,1~10,128.07,44-10,27110,1
"    12,800",1981,2010, 대봉동,삼익맨션,2,1~10,84.66,44-4,27110,12
"    16,500",1986,2010, 대봉동,청운맨션,2,11~20,105.11,44-10,27110,1
"    13,000",1978,2010, 대봉동,청구맨션,2,11~20,81.19,55-3,27110,8
"    47,100",2007,2010, 대봉동,센트로팰리스,2,11~20,153.05,60-10,27110,10
"    22,000",2007,2010, 대봉동,센트로팰리스,2,21~28,80.71,60-10,27110,5
"    20,500",2007,2010, 대봉동,센트로팰리스,2,21~28,80.71,60-10,27110,4
"    15,000",1986,2010, 대봉동,청운맨션,2,21~28,122.22,44-10,27110,1
"     4,200",1979,2010, 동인동1가,동인태평78,3,1~10,46.15,116,27110,5
"     7,400",1997,2010, 동인동1가,시티타운,3,1~10,51.87,33-1,27110,5
"    14,900",2007,2010, 동인동1가,삼승슈퍼타워,3,11~20,83.5,362,27110,7
"     7,800",1979,2010, 동인동1가,동인태평78,3,11~20,63.5,116,27110,3
"    12,900",1997,2010, 동인동1가,시티타운,3,11~20,84.96,33-1,27110,7
"    13,050",1997,2010, 동인동1가,시티타운,3,21~31,84.96,33-1,27110,10
"     7,000",1997,2010, 동인동1가,시티타운,3,21~31,51.87,33-1,27110,7
"    12,000",2009,2010, 동인동4가,동인동삼정그린코아,3,21~31,84.73,220,27110,4
"    19,000",2009,2010, 동인동4가,동인동삼정그린코아,3,21~31,84.73,220,27110,5
"    12,000",2002,2010, 삼덕동2가,나누리,3,1~10,83.8,149-59,27110,5
"    12,500",2005,2010, 삼덕동2가,삼덕인베스트,3,1~10,122.69,149-120,27110,4
"    39,400",2007,2010, 계산동2가,미소시티,3,1~10,134.27,100,27110,3
"    42,000",2007,2010, 계산동2가,미소시티,3,11~20,134.27,100,27110,9
"    40,400",2007,2010, 계산동2가,미소시티,3,11~20,124.15,100,27110,21
"    52,300",2007,2010, 계산동2가,미소시티,3,11~20,157.22,100,27110,22
"    50,700",2007,2010, 계산동2가,미소시티,3,21~31,157.22,100,27110,14
"    39,300",2007,2010, 계산동2가,미소시티,3,21~31,124.15,100,27110,12
"    50,700",2007,2010, 계산동2가,미소시티,3,21~31,157.22,100,27110,13
"     5,300",1986,2010, 동산동,동산맨션,3,1~10,41.98,357,27110,5
"     6,400",1986,2010, 동산동,동산맨션,3,21~31,47.17,357,27110,7
"    20,350",2006,2010, 대신동,태왕아너스스카이,3,11~20,75.98,305-1,27110,16
"    16,000",2006,2010, 대신동,태왕아너스스카이,3,11~20,75.98,305-1,27110,17
"     8,200",1985,2010, 대신동,동서,3,11~20,65.06,1450,27110,3
"     8,000",1979,2010, 대신동,광명,3,11~20,54.74,1535,27110,4
"    18,700",2006,2010, 대신동,태왕아너스스카이,3,21~31,75.98,305-1,27110,22
"    19,700",2006,2010, 대신동,태왕아너스스카이,3,21~31,75.98,305-1,27110,24
"     6,800",1984,2010, 달성동,금오맨션,3,21~31,80.64,118-3,27110,1
"    14,900",1993,2010, 남산동,보성황실타운,3,1~10,84.99,2466-1,27110,5
"     6,000",1992,2010, 남산동,까치,3,1~10,53.6,2482-1,27110,12
"     7,350",1992,2010, 남산동,까치,3,1~10,53.6,2482-1,27110,11
"    12,450",1993,2010, 남산동,보성황실타운,3,1~10,84.99,2466-1,27110,3
"    10,900",1993,2010, 남산동,보성황실타운,3,1~10,59.96,2466-1,27110,10
"     7,500",1992,2010, 남산동,까치,3,1~10,59.66,2482-1,27110,15
"    10,400",1993,2010, 남산동,보성황실타운,3,1~10,59.96,2466-1,27110,6
"     4,400",1992,2010, 남산동,까치,3,11~20,33.06,2482-1,27110,12
"     9,900",1993,2010, 남산동,보성황실타운,3,11~20,59.96,2466-1,27110,2
"     7,200",1992,2010, 남산동,까치,3,11~20,59.66,2482-1,27110,2
"     8,300",2003,2010, 남산동,심미한마음,3,11~20,59.55,2483-1,27110,5
"    12,350",1992,2010, 남산동,송림맨션,3,11~20,84.97,2434,27110,5
"    16,150",2005,2010, 남산동,남산그린타운,3,11~20,69.24,2937-1,27110,19
"    18,300",2005,2010, 남산동,남산그린타운,3,11~20,84.96,2937-1,27110,4
"    13,950",1993,2010, 남산동,보성황실타운,3,11~20,84.99,2466-1,27110,4
"    12,000",1992,2010, 남산동,송림맨션,3,11~20,84.97,2434,27110,5
"    24,300",2008,2010, 남산동,남산휴먼시아2단지,3,21~31,108.63,2991,27110,16
"    15,900",1992,2010, 남산동,송림맨션,3,21~31,134.59,2434,27110,14
"    13,800",1993,2010, 남산동,보성황실타운,3,21~31,84.99,2466-1,27110,2
"    12,500",1992,2010, 남산동,송림맨션,3,21~31,84.97,2434,27110,16
"     8,800",1992,2010, 남산동,송림맨션,3,21~31,59.99,2434,27110,4
"    18,500",2006,2010, 남산동,허브스카이,3,21~31,84.88,654-1,27110,8
"    16,600",2005,2010, 남산동,남산그린타운,3,21~31,69.24,2937-1,27110,17
"     9,000",1992,2010, 남산동,송림맨션,3,21~31,59.99,2434,27110,14
"    14,950",2005,2010, 남산동,남산그린타운,3,21~31,69.24,2937-1,27110,23
"     9,550",1993,2010, 남산동,보성황실타운,3,21~31,59.96,2466-1,27110,7
"    16,000",1986,2010, 대봉동,청운맨션,3,1~10,122.22,44-10,27110,2
"    19,700",2006,2010, 대봉동,대봉화성파크드림,3,1~10,84.05,152-24,27110,12
"    25,700",2007,2010, 대봉동,센트로팰리스,3,11~20,80.74,60-10,27110,10
"    14,800",1986,2010, 대봉동,청운맨션,3,11~20,84.93,44-10,27110,5
"    20,450",2007,2010, 대봉동,센트로팰리스,3,21~31,80.71,60-10,27110,2
"    41,200",2007,2010, 대봉동,센트로팰리스,3,21~31,153.05,60-10,27110,30
"    13,000",2007,2010, 동인동1가,삼승슈퍼타워,4,11~20,80.03,362,27110,15
"    18,500",2006,2010, 봉산동,봉산뜨란채,4,1~10,75.95,110,27110,15
"    21,600",2006,2010, 봉산동,봉산뜨란채,4,11~20,84.81,110,27110,7
"    11,000",1975,2010, 수동,희도맨션,4,21~30,86.28,101,27110,2
"     6,250",1985,2010, 태평로1가,태평라이프,4,1~10,54.6,1-187,27110,5
"    11,600",2003,2010, 서성로1가,서성로훼밀리타운,4,21~30,96.56,19,27110,9
"    40,400",2007,2010, 계산동2가,미소시티,4,11~20,124.15,100,27110,20
"    50,700",2007,2010, 계산동2가,미소시티,4,21~30,157.22,100,27110,19
"    50,700",2007,2010, 계산동2가,미소시티,4,21~30,157.22,100,27110,11
"    10,500",1986,2010, 동산동,동산맨션,4,1~10,84.87,357,27110,12
"    28,000",2006,2010, 대신동,태왕아너스스카이,4,1~10,133.76,305-1,27110,4
"     4,300",1992,2010, 남산동,까치,4,1~10,33.06,2482-1,27110,3
"     4,400",1992,2010, 남산동,까치,4,1~10,33.06,2482-1,27110,2
"     7,100",1992,2010, 남산동,까치,4,1~10,53.6,2482-1,27110,11
"    24,400",2007,2010, 남산동,반월당삼정그린코아,4,11~20,129.83,665,27110,4
"     9,270",1992,2010, 남산동,송림맨션,4,11~20,59.99,2434,27110,18
"    20,000",1993,2010, 남산동,보성황실타운,4,11~20,134.96,2466-1,27110,9
"     4,400",1992,2010, 남산동,까치,4,21~30,33.06,2482-1,27110,7
"    18,500",2008,2010, 남산동,남산휴먼시아2단지,4,21~30,84.99,2991,27110,23
"    14,400",1993,2010, 남산동,보성황실타운,4,21~30,84.99,2466-1,27110,6
"    12,500",1992,2010, 남산동,송림맨션,4,21~30,84.97,2434,27110,8
"    27,000",2007,2010, 대봉동,센트로팰리스,4,1~10,80.74,60-10,27110,25
"    24,000",2007,2010, 대봉동,센트로팰리스,4,1~10,80.74,60-10,27110,17
"    27,000",1986,2010, 대봉동,청운맨션,4,11~20,167.15,44-10,27110,12
"    10,800",2000,2010, 대봉동,아트빌,4,11~20,78.58,44-13,27110,3
"    47,000",2007,2010, 대봉동,센트로팰리스,4,11~20,153.05,60-10,27110,34
"    16,500",1986,2010, 대봉동,청운맨션,4,21~30,105.11,44-10,27110,3
"    23,000",2009,2010, 동인동4가,동인동삼정그린코아,5,11~20,107.9,220,27110,3
"    20,470",2006,2010, 봉산동,봉산뜨란채,5,1~10,84.6,110,27110,2
"     6,000",1985,2010, 태평로1가,태평라이프,5,11~20,54.6,1-187,27110,4
"    10,000",2003,2010, 수창동,경진테크빌(102동),5,11~20,84.9,40-11,27110,6
"    38,100",2007,2010, 계산동2가,미소시티,5,11~20,124.15,100,27110,6
"    40,700",2007,2010, 계산동2가,미소시티,5,21~31,138.16,100,27110,5
"    45,800",2007,2010, 계산동2가,미소시티,5,21~31,138.16,100,27110,26
"    49,200",2007,2010, 계산동2가,미소시티,5,21~31,157.22,100,27110,9
"     6,400",1986,2010, 동산동,동산맨션,5,21~31,47.17,357,27110,6
"     5,930",1986,2010, 동산동,동산맨션,5,21~31,47.17,357,27110,3
"     8,700",1979,2010, 대신동,광명,5,11~20,59.24,1535,27110,5
"     8,299",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,7
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,13
"     8,255",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,5
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,12
"     8,391",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,3
"    11,400",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,14
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,4
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,4
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,4
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,7
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,6
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,10
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,15
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,10
"     8,210",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,21
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,12
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,16
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,17
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,10
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,6
"     8,391",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,2
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,13
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,11
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,19
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,8
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,18
"     8,255",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,4
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,15
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,5
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,8
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,4
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,10
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,18
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,15
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,12
"     8,250",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,1
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,9
"     8,391",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,3
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,14
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,14
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,5
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,19
"    28,500",2007,2010, 남산동,반월당삼정그린코아,5,1~10,132.15,665,27110,18
"     8,255",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,6
"     8,344",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,12
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,5
"     8,299",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,7
"     8,438",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,21
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,8
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,16
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,13
"    11,000",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,8
"    11,750",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,20
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,13
"     8,485",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,6
"     8,255",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,5
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,17
"     8,299",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,8
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,14
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,13
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,18
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,14
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,15
"    19,600",2005,2010, 남산동,남산그린타운,5,1~10,84.96,2937-1,27110,24
"     8,438",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,20
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,18
"     8,579",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,12
"     8,532",2005,2010, 남산동,남산그린타운,5,1~10,53.41,2937-1,27110,9
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,11
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"    11,700",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,13
"    23,400",2007,2010, 남산동,반월당삼정그린코아,5,11~20,84.97,665,27110,29
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,7
"     8,165",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,3
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,18
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,4
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,10
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,14
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,3
"     8,250",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,1
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,9
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,15
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,15
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,14
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,2
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,10
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,5
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,2
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,19
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,20
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,15
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,8
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,4
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,18
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,20
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,11
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,12
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,9
"     8,255",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,4
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,3
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,7
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,19
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,17
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,10
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,6
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,15
"     8,299",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,8
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,12
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,20
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,17
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,5
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,7
"     8,210",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,20
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,2
"     8,255",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,6
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,8
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,13
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,19
"     8,438",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,20
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,9
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,17
"     9,000",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,19
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,17
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,5
"     8,532",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,9
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,14
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,16
"     8,438",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,21
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,14
"     8,485",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,6
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,11
"    16,900",2005,2010, 남산동,남산그린타운,5,11~20,69.24,2937-1,27110,20
"    16,000",2005,2010, 남산동,남산그린타운,5,11~20,69.24,2937-1,27110,1
"     8,344",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,18
"     8,165",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,3
"     8,299",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,9
"     8,391",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,2
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,11
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,17
"     8,579",2005,2010, 남산동,남산그린타운,5,11~20,53.41,2937-1,27110,13
"    16,000",2005,2010, 남산동,남산그린타운,5,21~31,69.24,2937-1,27110,19
"     8,391",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,2
"     9,100",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,10
"     8,299",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,9
"    11,000",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,6
"     8,391",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,3
"     9,000",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,11
"     8,579",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,19
"     8,532",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,7
"     8,579",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,17
"    11,800",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,19
"     8,579",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,13
"    16,200",2005,2010, 남산동,남산그린타운,5,21~31,69.24,2937-1,27110,9
"    16,550",2005,2010, 남산동,남산그린타운,5,21~31,69.24,2937-1,27110,6
"     8,579",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,11
"    12,000",2005,2010, 남산동,남산그린타운,5,21~31,53.41,2937-1,27110,19
"    18,200",1986,2010, 대봉동,청운맨션,5,1~10,105.11,44-10,27110,9
"    45,000",2007,2010, 대봉동,센트로팰리스,5,11~20,141.47,60-10,27110,17
"    18,400",2006,2010, 대봉동,대봉화성파크드림,5,21~31,84.05,152-24,27110,7
"    15,000",2007,2010, 동인동1가,삼승슈퍼타워,6,1~10,83.5,362,27110,10
"     6,300",2005,2010, 삼덕동2가,삼덕인베스트,6,11~20,59.51,149-120,27110,8
"    15,800",2006,2010, 봉산동,봉산뜨란채,6,1~10,59.38,110,27110,11
"     7,000",1985,2010, 태평로1가,태평라이프,6,11~20,62.79,1-187,27110,5
"    38,100",2007,2010, 계산동2가,미소시티,6,1~10,124.15,100,27110,8
"     7,800",1980,2010, 태평로2가,건영맨션,6,11~20,80,38-4,27110,7
