거래금액,건축년도,년,법정동,아파트,월,일,전용면적,지번,지역코드,층
"    14,500",2007,2007, 동인동1가,삼승슈퍼타워,8,1~10,83.5,362,27110,7
"    15,300",2007,2007, 동인동1가,삼승슈퍼타워,8,21~31,83.5,362,27110,14
"    16,920",2007,2007, 동인동1가,삼승슈퍼타워,8,21~31,83.5,362,27110,11
"    16,000",2006,2007, 봉산동,봉산뜨란채,8,1~10,75.95,110,27110,3
"     9,200",1975,2007, 수동,희도맨션,8,1~10,101.26,101,27110,8
"     5,800",1985,2007, 태평로1가,태평라이프,8,1~10,54.6,1-187,27110,8
"     5,500",1985,2007, 태평로1가,태평라이프,8,1~10,54.6,1-187,27110,6
"     5,100",1976,2007, 도원동,도원,8,1~10,38.91,3-5,27110,2
"    12,500",2007,2007, 동산동,석우리치타운,8,1~10,81.9,5-2,27110,4
"    12,500",2007,2007, 동산동,석우리치타운,8,11~20,81.9,5-2,27110,3
"    43,000",2006,2007, 대신동,태왕아너스스카이,8,21~31,191.39,305-1,27110,8
"     9,500",1985,2007, 대신동,동서,8,21~31,65.06,1450,27110,4
"     7,700",1984,2007, 달성동,금오맨션,8,21~31,78,118-3,27110,4
"    25,000",1993,2007, 남산동,보성황실타운,8,1~10,163.72,2466-1,27110,3
"     4,050",1992,2007, 남산동,까치,8,1~10,33.06,2482-1,27110,5
"     8,850",1992,2007, 남산동,송림맨션,8,11~20,59.99,2434,27110,2
"     7,000",1993,2007, 남산동,보성황실타운,8,11~20,59.96,2466-1,27110,10
"     9,500",1993,2007, 남산동,보성황실타운,8,11~20,59.96,2466-1,27110,3
"     9,400",1992,2007, 남산동,송림맨션,8,21~31,59.99,2434,27110,13
"    31,668",2006,2007, 남산동,허브스카이,8,21~31,99.92,654-1,27110,17
"    22,936",2006,2007, 남산동,허브스카이,8,21~31,84.88,654-1,27110,6
"    10,450",2000,2007, 대봉동,아트빌,8,1~10,78.58,44-13,27110,4
"    19,000",1986,2007, 대봉동,청운맨션,8,11~20,128.07,44-10,27110,4
"    17,400",1986,2007, 대봉동,청운맨션,8,21~31,84.93,44-10,27110,11
"    22,700",2007,2007, 대봉동,센트로팰리스,8,21~31,80.71,60-10,27110,18
"    14,000",2007,2007, 동인동1가,삼승슈퍼타워,9,1~10,80.03,362,27110,9
"    17,000",2007,2007, 동인동1가,삼승슈퍼타워,9,1~10,83.5,362,27110,10
"    18,500",2007,2007, 동인동1가,삼승슈퍼타워,9,11~20,83.5,362,27110,10
"     6,800",1985,2007, 태평로1가,태평라이프,9,1~10,54.6,1-187,27110,7
"    10,550",1986,2007, 동산동,동산맨션,9,1~10,84.87,357,27110,7
"    12,500",2007,2007, 동산동,석우리치타운,9,21~30,81.9,5-2,27110,5
"    12,500",2007,2007, 동산동,석우리치타운,9,21~30,81.9,5-2,27110,6
"    21,000",1993,2007, 남산동,보성황실타운,9,1~10,119.84,2466-1,27110,24
"    13,650",1993,2007, 남산동,보성황실타운,9,1~10,84.99,2466-1,27110,2
"     7,300",1992,2007, 남산동,까치,9,11~20,53.6,2482-1,27110,5
"    20,000",1993,2007, 남산동,보성황실타운,9,11~20,134.96,2466-1,27110,1
"     6,300",1992,2007, 남산동,까치,9,11~20,53.6,2482-1,27110,1
"    30,829",2006,2007, 남산동,허브스카이,9,11~20,99.92,654-1,27110,8
"     4,300",1992,2007, 남산동,까치,9,11~20,33.06,2482-1,27110,3
"    10,400",1993,2007, 남산동,보성황실타운,9,11~20,59.96,2466-1,27110,20
"    20,460",2007,2007, 대봉동,센트로팰리스,9,1~10,80.71,60-10,27110,18
"    18,700",1986,2007, 대봉동,청운맨션,9,11~20,105.11,44-10,27110,7
"    22,400",2007,2007, 대봉동,센트로팰리스,9,11~20,80.74,60-10,27110,12
"    21,000",2007,2007, 대봉동,센트로팰리스,9,11~20,80.71,60-10,27110,3
"    50,700",2007,2007, 대봉동,센트로팰리스,9,21~30,153.05,60-10,27110,39
"    42,000",2007,2007, 대봉동,센트로팰리스,9,21~30,129.19,60-10,27110,38
"    18,980",2006,2007, 대봉동,대봉화성파크드림,9,21~30,84.05,152-24,27110,10
"    22,400",2007,2007, 대봉동,센트로팰리스,9,21~30,80.74,60-10,27110,13
"     8,400",1997,2007, 동인동1가,시티타운,10,11~20,59.91,33-1,27110,15
"    10,400",2005,2007, 삼덕동2가,삼덕인베스트,10,21~31,98,149-120,27110,5
"    12,700",2005,2007, 삼덕동2가,삼덕인베스트,10,21~31,122.69,149-120,27110,4
"     5,300",1985,2007, 태평로1가,태평라이프,10,1~10,54.6,1-187,27110,5
"     7,000",1985,2007, 태평로1가,태평라이프,10,1~10,62.79,1-187,27110,7
"    33,000",2006,2007, 대신동,태왕아너스스카이,10,1~10,191.39,305-1,27110,2
"    25,000",1993,2007, 남산동,보성황실타운,10,1~10,163.72,2466-1,27110,15
"    25,262",2006,2007, 남산동,허브스카이,10,1~10,84.88,654-1,27110,18
"     4,350",1992,2007, 남산동,까치,10,11~20,33.06,2482-1,27110,13
"     6,850",1992,2007, 남산동,까치,10,11~20,53.6,2482-1,27110,2
"    15,600",1993,2007, 남산동,보성황실타운,10,11~20,84.99,2466-1,27110,9
"     4,500",1992,2007, 남산동,까치,10,11~20,33.06,2482-1,27110,5
"     8,050",2003,2007, 남산동,심미한마음,10,11~20,59.55,2483-1,27110,5
"     8,000",2003,2007, 남산동,심미한마음,10,11~20,59.55,2483-1,27110,5
"     4,100",1992,2007, 남산동,까치,10,11~20,33.06,2482-1,27110,1
"    10,500",1993,2007, 남산동,보성황실타운,10,11~20,59.96,2466-1,27110,18
"    20,000",1993,2007, 남산동,보성황실타운,10,11~20,134.96,2466-1,27110,17
"    15,200",1993,2007, 남산동,보성황실타운,10,11~20,84.99,2466-1,27110,16
"     8,800",1992,2007, 남산동,송림맨션,10,21~31,59.99,2434,27110,7
"     9,700",1993,2007, 남산동,보성황실타운,10,21~31,59.96,2466-1,27110,17
"    16,000",1992,2007, 남산동,송림맨션,10,21~31,134.59,2434,27110,11
"    11,100",1993,2007, 남산동,보성황실타운,10,21~31,59.96,2466-1,27110,12
"     4,000",1992,2007, 남산동,까치,10,21~31,33.06,2482-1,27110,8
"    18,000",1993,2007, 남산동,보성황실타운,10,21~31,119.84,2466-1,27110,15
"    10,800",1993,2007, 남산동,보성황실타운,10,21~31,59.96,2466-1,27110,14
"    16,700",2005,2007, 남산동,남산그린타운,10,21~31,69.24,2937-1,27110,8
"    38,500",2007,2007, 대봉동,센트로팰리스,10,1~10,129.19,60-10,27110,42
"    11,500",2000,2007, 대봉동,아트빌,10,1~10,78.58,44-13,27110,6
"    22,300",2007,2007, 대봉동,센트로팰리스,10,11~20,80.74,60-10,27110,7
"    20,500",2007,2007, 대봉동,센트로팰리스,10,11~20,80.71,60-10,27110,7
"    39,100",2007,2007, 대봉동,센트로팰리스,10,21~31,129.19,60-10,27110,28
"    14,600",2007,2007, 동인동1가,삼승슈퍼타워,11,1~10,83.5,362,27110,12
"    15,000",2007,2007, 동인동1가,삼승슈퍼타워,11,21~30,83.5,362,27110,10
"    18,500",2003,2007, 삼덕동2가,삼덕아이파크,11,1~10,118.83,29-1,27110,4
"    18,500",2003,2007, 삼덕동2가,삼덕아이파크,11,1~10,117.85,29-1,27110,8
"     6,300",1985,2007, 태평로1가,태평라이프,11,11~20,54.6,1-187,27110,9
"    39,300",2007,2007, 계산동2가,미소시티,11,11~20,124.15,100,27110,10
"    39,300",2007,2007, 계산동2가,미소시티,11,11~20,124.15,100,27110,17
"    43,300",2007,2007, 계산동2가,미소시티,11,21~30,134.27,100,27110,16
"    52,300",2007,2007, 계산동2가,미소시티,11,21~30,157.22,100,27110,22
"    46,000",2007,2007, 계산동2가,미소시티,11,21~30,151.55,100,27110,4
"    40,700",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,4
"    35,700",2007,2007, 계산동2가,미소시티,11,21~30,124.15,100,27110,3
"    32,700",2007,2007, 계산동2가,미소시티,11,21~30,118.42,100,27110,3
"    39,400",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,3
"    52,600",2007,2007, 계산동2가,미소시티,11,21~30,157.22,100,27110,25
"    44,500",2007,2007, 계산동2가,미소시티,11,21~30,151.55,100,27110,3
"    46,200",2007,2007, 계산동2가,미소시티,11,21~30,157.22,100,27110,3
"    39,400",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,3
"    42,000",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,9
"    36,900",2007,2007, 계산동2가,미소시티,11,21~30,124.15,100,27110,4
"    39,400",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,4
"    42,000",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,6
"    39,400",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,5
"    42,000",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,8
"    38,100",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,3
"    40,700",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,4
"    40,700",2007,2007, 계산동2가,미소시티,11,21~30,138.16,100,27110,6
"    10,750",1986,2007, 동산동,동산맨션,11,1~10,84.87,357,27110,15
"    12,500",2007,2007, 동산동,석우리치타운,11,1~10,81.9,5-2,27110,2
"    12,500",2007,2007, 동산동,석우리치타운,11,11~20,81.9,5-2,27110,6
"     7,400",1979,2007, 대신동,광명,11,11~20,59.24,1535,27110,5
"     5,400",1984,2007, 달성동,금오맨션,11,21~30,58.46,118-3,27110,1
"    12,500",1993,2007, 남산동,보성황실타운,11,1~10,84.99,2466-1,27110,1
"    18,500",2005,2007, 남산동,남산그린타운,11,1~10,84.96,2937-1,27110,8
"    26,240",2007,2007, 남산동,반월당삼정그린코아,11,1~10,102.64,665,27110,24
"     9,800",1993,2007, 남산동,보성황실타운,11,1~10,59.96,2466-1,27110,15
"    19,500",1993,2007, 남산동,보성황실타운,11,1~10,163.72,2466-1,27110,4
"    22,000",1993,2007, 남산동,보성황실타운,11,1~10,217.38,2466-1,27110,18
"     9,200",2003,2007, 남산동,현서그린,11,11~20,84.59,2210-8,27110,4
"     4,100",1992,2007, 남산동,까치,11,11~20,33.06,2482-1,27110,4
"     6,800",1992,2007, 남산동,까치,11,11~20,53.6,2482-1,27110,14
"    10,000",1993,2007, 남산동,보성황실타운,11,11~20,59.96,2466-1,27110,19
"     7,000",1992,2007, 남산동,까치,11,11~20,53.6,2482-1,27110,8
"     8,600",2005,2007, 남산동,남산모던,11,11~20,58.43,2482-255,27110,7
"     9,250",1992,2007, 남산동,송림맨션,11,21~30,59.99,2434,27110,16
"     6,800",1992,2007, 남산동,까치,11,21~30,53.6,2482-1,27110,11
"    32,297",2006,2007, 남산동,허브스카이,11,21~30,99.92,654-1,27110,25
"    21,600",2007,2007, 대봉동,센트로팰리스,11,11~20,80.71,60-10,27110,8
"    46,200",2007,2007, 대봉동,센트로팰리스,11,11~20,153.05,60-10,27110,4
"    18,400",1986,2007, 대봉동,청운맨션,11,11~20,105.11,44-10,27110,5
"    23,000",2007,2007, 대봉동,센트로팰리스,11,11~20,80.71,60-10,27110,21
"    15,500",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,9
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,11
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,12
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,11
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,8
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,13
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,12
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,13
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,13
"    16,400",2007,2007, 동인동1가,삼승슈퍼타워,12,1~10,83.5,362,27110,12
"    13,000",1977,2007, 동인동3가,삼익맨션,12,21~31,86.88,192,27110,2
"    11,950",2002,2007, 삼덕동2가,나누리,12,1~10,83.8,149-59,27110,4
"    10,700",1986,2007, 동산동,동산맨션,12,1~10,84.87,357,27110,16
"    12,500",2007,2007, 동산동,석우리치타운,12,11~20,81.9,5-2,27110,4
"     6,500",1980,2007, 태평로2가,건영맨션,12,21~31,80,38-4,27110,2
"    27,450",2006,2007, 대신동,태왕아너스스카이,12,11~20,133.76,305-1,27110,4
"    34,800",2006,2007, 대신동,태왕아너스스카이,12,11~20,162.05,305-1,27110,15
"    32,486",2007,2007, 남산동,반월당삼정그린코아,12,1~10,127.17,665,27110,19
"    32,300",2007,2007, 남산동,반월당삼정그린코아,12,1~10,127.17,665,27110,20
"    31,668",2006,2007, 남산동,허브스카이,12,1~10,99.92,654-1,27110,16
"    15,000",1993,2007, 남산동,보성황실타운,12,1~10,84.99,2466-1,27110,16
"    20,000",2007,2007, 남산동,반월당삼정그린코아,12,1~10,84.97,665,27110,30
"    36,610",2007,2007, 남산동,반월당삼정그린코아,12,1~10,134.87,665,27110,30
"     8,800",2005,2007, 남산동,남산모던,12,1~10,58.43,2482-255,27110,3
"    10,400",1993,2007, 남산동,보성황실타운,12,1~10,59.96,2466-1,27110,15
"    13,000",1993,2007, 남산동,보성황실타운,12,1~10,84.99,2466-1,27110,9
"    51,868",2006,2007, 남산동,허브스카이,12,11~20,145.62,654-1,27110,30
"    39,839",2006,2007, 남산동,허브스카이,12,11~20,130.91,654-1,27110,5
"    30,829",2006,2007, 남산동,허브스카이,12,11~20,99.92,654-1,27110,7
"    39,839",2006,2007, 남산동,허브스카이,12,11~20,130.91,654-1,27110,6
"    15,500",1993,2007, 남산동,보성황실타운,12,21~31,84.99,2466-1,27110,21
"    31,248",2006,2007, 남산동,허브스카이,12,21~31,99.92,654-1,27110,11
"    30,000",2007,2007, 남산동,반월당삼정그린코아,12,21~31,129.83,665,27110,24
"    11,000",1993,2007, 남산동,보성황실타운,12,21~31,59.96,2466-1,27110,17
"    22,540",2007,2007, 남산동,반월당삼정그린코아,12,21~31,102.64,665,27110,17
"    32,770",2007,2007, 남산동,반월당삼정그린코아,12,21~31,127.17,665,27110,18
"    40,938",2006,2007, 남산동,허브스카이,12,21~31,130.91,654-1,27110,12
"     9,300",1993,2007, 남산동,보성황실타운,12,21~31,59.96,2466-1,27110,8
"    15,200",1993,2007, 남산동,보성황실타운,12,21~31,84.99,2466-1,27110,11
"    31,248",2006,2007, 남산동,허브스카이,12,21~31,99.92,654-1,27110,10
"    22,800",2007,2007, 대봉동,센트로팰리스,12,1~10,80.71,60-10,27110,24
"    21,000",1986,2007, 대봉동,청운맨션,12,1~10,105.11,44-10,27110,5
"    19,700",1986,2007, 대봉동,청운맨션,12,1~10,105.11,44-10,27110,11
"    36,100",2007,2007, 대봉동,센트로팰리스,12,11~20,129.19,60-10,27110,30
"    19,300",1986,2007, 대봉동,청운맨션,12,21~31,128.07,44-10,27110,2
"    12,700",1997,2008, 동인동1가,시티타운,1,21~31,84.96,33-1,27110,11
"    16,500",1977,2008, 동인동3가,삼익맨션,1,1~10,125.16,192,27110,3
"     9,700",2003,2008, 장관동,황궁,1,11~20,110.47,10-1,27110,4
"     5,000",1978,2008, 태평로1가,태평,1,1~10,48.6,23-1,27110,1
"     8,200",1985,2008, 태평로1가,태평라이프,1,11~20,62.79,1-187,27110,6
"    10,000",2003,2008, 서성로1가,서성로훼밀리타운,1,11~20,80.99,19,27110,3
"    50,700",2007,2008, 계산동2가,미소시티,1,1~10,157.22,100,27110,18
"    52,300",2007,2008, 계산동2가,미소시티,1,1~10,157.22,100,27110,20
"    35,900",2007,2008, 계산동2가,미소시티,1,1~10,118.42,100,27110,13
"    33,387",2007,2008, 계산동2가,미소시티,1,21~31,118.42,100,27110,18
"     5,000",1986,2008, 동산동,동산맨션,1,1~10,47.17,357,27110,1
"    12,500",2007,2008, 동산동,석우리치타운,1,1~10,81.9,5-2,27110,5
"     5,800",1986,2008, 동산동,동산맨션,1,21~31,47.17,357,27110,11
"     5,900",1986,2008, 동산동,동산맨션,1,21~31,50.85,357,27110,4
"     7,200",1980,2008, 태평로2가,건영맨션,1,1~10,80,38-4,27110,2
"    30,000",2006,2008, 대신동,태왕아너스스카이,1,11~20,133.76,305-1,27110,28
"     9,850",1985,2008, 대신동,동서,1,21~31,65.06,1450,27110,4
"     4,380",1992,2008, 남산동,까치,1,1~10,33.06,2482-1,27110,3
"     4,500",1992,2008, 남산동,까치,1,1~10,33.06,2482-1,27110,12
"     9,500",1993,2008, 남산동,보성황실타운,1,1~10,59.96,2466-1,27110,21
"    24,000",2005,2008, 남산동,남산그린타운,1,1~10,110.07,2937-1,27110,17
"    25,500",2007,2008, 남산동,반월당삼정그린코아,1,1~10,102.64,665,27110,14
"    32,297",2006,2008, 남산동,허브스카이,1,11~20,99.92,654-1,27110,22
"    17,100",2005,2008, 남산동,남산그린타운,1,11~20,69.24,2937-1,27110,10
"    10,300",1993,2008, 남산동,보성황실타운,1,11~20,59.96,2466-1,27110,20
"    14,850",2005,2008, 남산동,남산그린타운,1,11~20,69.24,2937-1,27110,3
"    15,300",1993,2008, 남산동,보성황실타운,1,21~31,84.99,2466-1,27110,10
"    34,813",2006,2008, 남산동,허브스카이,1,21~31,99.92,654-1,27110,29
"    18,480",2007,2008, 남산동,반월당삼정그린코아,1,21~31,84.97,665,27110,26
"    43,293",2006,2008, 남산동,허브스카이,1,21~31,139.07,654-1,27110,10
"    20,000",2007,2008, 남산동,반월당삼정그린코아,1,21~31,84.97,665,27110,26
"    41,488",2006,2008, 남산동,허브스카이,1,21~31,130.91,654-1,27110,16
"     9,100",1993,2008, 남산동,보성황실타운,1,21~31,59.96,2466-1,27110,2
"     9,750",1993,2008, 남산동,보성황실타운,1,21~31,59.96,2466-1,27110,12
"    32,297",2006,2008, 남산동,허브스카이,1,21~31,99.92,654-1,27110,21
"    14,250",1993,2008, 남산동,보성황실타운,1,21~31,84.99,2466-1,27110,17
"    23,500",1986,2008, 대봉동,청운맨션,1,1~10,128.07,44-10,27110,10
"    22,400",2007,2008, 대봉동,센트로팰리스,1,1~10,80.74,60-10,27110,11
"    23,000",2007,2008, 대봉동,센트로팰리스,1,1~10,80.71,60-10,27110,24
"    22,000",2007,2008, 대봉동,센트로팰리스,1,1~10,80.71,60-10,27110,10
"    39,750",2007,2008, 대봉동,센트로팰리스,1,11~20,129.19,60-10,27110,41
"    13,480",1986,2008, 대봉동,청운맨션,1,21~31,84.93,44-10,27110,4
"    21,900",2007,2008, 대봉동,센트로팰리스,1,21~31,80.71,60-10,27110,14
"    25,000",2006,2008, 대봉동,대봉화성파크드림,1,21~31,110.97,152-24,27110,4
"    17,000",1986,2008, 대봉동,청운맨션,1,21~31,105.11,44-10,27110,3
"    21,600",2007,2008, 대봉동,센트로팰리스,1,21~31,80.71,60-10,27110,17
"    15,000",2007,2008, 동인동1가,삼승슈퍼타워,2,11~20,83.5,362,27110,14
"    12,500",1997,2008, 동인동1가,시티타운,2,21~29,84.96,33-1,27110,13
"     7,000",1985,2008, 태평로1가,태평라이프,2,1~10,54.6,1-187,27110,8
"    32,000",2007,2008, 계산동2가,미소시티,2,1~10,138.16,100,27110,4
"    43,300",2007,2008, 계산동2가,미소시티,2,11~20,138.16,100,27110,17
"    40,400",2007,2008, 계산동2가,미소시티,2,11~20,124.15,100,27110,25
"    38,100",2007,2008, 계산동2가,미소시티,2,21~29,118.42,100,27110,27
"    10,600",1986,2008, 동산동,동산맨션,2,11~20,84.87,357,27110,11
"    12,800",2007,2008, 동산동,석우리치타운,2,11~20,81.9,5-2,27110,8
"     7,400",1980,2008, 태평로2가,건영맨션,2,11~20,79.09,38-4,27110,2
"    22,300",2006,2008, 대신동,태왕아너스스카이,2,11~20,84.93,305-1,27110,15
"    11,000",1985,2008, 대신동,동서,2,11~20,84.42,1450,27110,4
"    11,450",1993,2008, 남산동,보성황실타운,2,1~10,59.96,2466-1,27110,11
"    16,500",1993,2008, 남산동,보성황실타운,2,1~10,84.99,2466-1,27110,10
"    23,102",2006,2008, 남산동,허브스카이,2,11~20,84.88,654-1,27110,8
"    42,312",2006,2008, 남산동,허브스카이,2,11~20,130.91,654-1,27110,20
"    45,048",2006,2008, 남산동,허브스카이,2,11~20,139.07,654-1,27110,22
"    27,500",1993,2008, 남산동,보성황실타운,2,11~20,217.38,2466-1,27110,14
"     7,800",1992,2008, 남산동,까치,2,11~20,59.66,2482-1,27110,11
"     9,000",1993,2008, 남산동,보성황실타운,2,11~20,59.96,2466-1,27110,4
"    33,106",2006,2008, 남산동,허브스카이,2,11~20,111.2,654-1,27110,5
"    33,400",2007,2008, 남산동,반월당삼정그린코아,2,11~20,129.83,665,27110,20
"    31,668",2006,2008, 남산동,허브스카이,2,11~20,99.92,654-1,27110,16
"    31,248",2006,2008, 남산동,허브스카이,2,11~20,99.92,654-1,27110,10
"    31,458",2006,2008, 남산동,허브스카이,2,11~20,99.92,654-1,27110,9
"     7,300",1992,2008, 남산동,까치,2,11~20,53.6,2482-1,27110,10
"     8,300",1975,2008, 남산동,남문시장2지구,2,11~20,68.03,699-7,27110,6
"    14,400",1993,2008, 남산동,보성황실타운,2,11~20,84.99,2466-1,27110,14
"     7,500",1992,2008, 남산동,까치,2,11~20,59.66,2482-1,27110,1
"    18,152",2007,2008, 남산동,반월당삼정그린코아,2,11~20,84.97,665,27110,11
"     4,000",1992,2008, 남산동,까치,2,11~20,33.06,2482-1,27110,15
"    44,170",2006,2008, 남산동,허브스카이,2,21~29,139.07,654-1,27110,17
"    43,585",2006,2008, 남산동,허브스카이,2,21~29,139.07,654-1,27110,13
"    43,293",2006,2008, 남산동,허브스카이,2,21~29,139.07,654-1,27110,11
"    45,048",2006,2008, 남산동,허브스카이,2,21~29,139.07,654-1,27110,20
"    42,312",2006,2008, 남산동,허브스카이,2,21~29,130.91,654-1,27110,22
"    42,312",2006,2008, 남산동,허브스카이,2,21~29,130.91,654-1,27110,25
"    29,000",2007,2008, 남산동,반월당삼정그린코아,2,21~29,127.17,665,27110,12
"    43,585",2006,2008, 남산동,허브스카이,2,21~29,139.07,654-1,27110,14
"    31,668",2006,2008, 남산동,허브스카이,2,21~29,99.92,654-1,27110,18
"    28,800",1986,2008, 대봉동,청운맨션,2,1~10,167.15,44-10,27110,9
"    20,000",2007,2008, 대봉동,센트로팰리스,2,1~10,80.71,60-10,27110,15
"    21,300",2007,2008, 대봉동,센트로팰리스,2,1~10,80.71,60-10,27110,3
"    19,900",2006,2008, 대봉동,대봉화성파크드림,2,11~20,84.05,152-24,27110,1
"    48,400",2007,2008, 대봉동,센트로팰리스,2,11~20,153.05,60-10,27110,20
"    19,900",2006,2008, 대봉동,대봉화성파크드림,2,11~20,84.05,152-24,27110,1
"    18,800",1986,2008, 대봉동,청운맨션,2,21~29,105.11,44-10,27110,9
"    17,150",1986,2008, 대봉동,청운맨션,2,21~29,84.93,44-10,27110,11
"    17,000",1986,2008, 대봉동,청운맨션,2,21~29,105.11,44-10,27110,1
"    15,000",2007,2008, 동인동1가,삼승슈퍼타워,3,1~10,83.5,362,27110,9
"    13,100",1997,2008, 동인동1가,시티타운,3,11~20,84.96,33-1,27110,13
"     7,150",1997,2008, 동인동1가,시티타운,3,11~20,51.87,33-1,27110,11
"    18,600",2003,2008, 삼덕동2가,삼덕아이파크,3,1~10,118.83,29-1,27110,7
"    13,200",2003,2008, 삼덕동2가,삼덕아이파크,3,11~20,85.23,29-1,27110,12
"    24,800",2006,2008, 봉산동,봉산뜨란채,3,1~10,84.6,110,27110,16
"    14,000",2003,2008, 봉산동,시티타운,3,11~20,84.28,168-71,27110,7
"     6,750",1985,2008, 태평로1가,태평라이프,3,1~10,54.6,1-187,27110,9
"     6,800",1985,2008, 태평로1가,태평라이프,3,21~31,54.6,1-187,27110,5
"    37,000",2007,2008, 계산동2가,미소시티,3,11~20,118.42,100,27110,22
"    34,800",2007,2008, 계산동2가,미소시티,3,11~20,118.42,100,27110,9
"    50,700",2007,2008, 계산동2가,미소시티,3,11~20,157.22,100,27110,16
"    41,900",2007,2008, 계산동2가,미소시티,3,11~20,138.16,100,27110,18
"    39,300",2007,2008, 계산동2가,미소시티,3,11~20,157.22,100,27110,11
"    52,300",2007,2008, 계산동2가,미소시티,3,21~31,157.22,100,27110,22
"    50,700",2007,2008, 계산동2가,미소시티,3,21~31,157.22,100,27110,15
"    49,200",2007,2008, 계산동2가,미소시티,3,21~31,157.22,100,27110,7
"     5,800",1986,2008, 동산동,동산맨션,3,11~20,47.17,357,27110,2
"    12,500",2007,2008, 동산동,석우리치타운,3,11~20,81.9,5-2,27110,7
"    30,500",2006,2008, 대신동,태왕아너스스카이,3,1~10,106.97,305-1,27110,28
"    29,000",2006,2008, 대신동,태왕아너스스카이,3,1~10,133.76,305-1,27110,3
"    30,800",2006,2008, 대신동,태왕아너스스카이,3,11~20,131.34,305-1,27110,22
"     9,100",1979,2008, 대신동,광명,3,21~31,59.24,1535,27110,3
"     6,000",1984,2008, 달성동,금오맨션,3,1~10,58.46,118-3,27110,1
"    20,200",2005,2008, 남산동,남산그린타운,3,1~10,84.96,2937-1,27110,24
"    41,488",2006,2008, 남산동,허브스카이,3,1~10,130.91,654-1,27110,15
"    22,000",2007,2008, 남산동,반월당삼정그린코아,3,1~10,102.64,665,27110,3
"    43,000",2006,2008, 남산동,허브스카이,3,1~10,139.07,654-1,27110,7
"    42,312",2006,2008, 남산동,허브스카이,3,1~10,130.91,654-1,27110,21
"    19,700",1993,2008, 남산동,보성황실타운,3,1~10,134.96,2466-1,27110,5
"     4,270",1992,2008, 남산동,까치,3,1~10,33.06,2482-1,27110,15
"     6,900",2003,2008, 남산동,심미한마음,3,1~10,53.82,2483-1,27110,1
"    33,974",2006,2008, 남산동,허브스카이,3,1~10,99.92,654-1,27110,28
"    18,300",2005,2008, 남산동,남산그린타운,3,1~10,84.96,2937-1,27110,18
"     8,000",1992,2008, 남산동,송림맨션,3,1~10,59.99,2434,27110,4
"     9,600",1993,2008, 남산동,보성황실타운,3,1~10,59.96,2466-1,27110,15
"    10,400",1993,2008, 남산동,보성황실타운,3,1~10,59.96,2466-1,27110,8
"    10,250",1993,2008, 남산동,보성황실타운,3,1~10,59.96,2466-1,27110,6
"    22,000",1993,2008, 남산동,보성황실타운,3,1~10,119.84,2466-1,27110,16
"    30,409",2006,2008, 남산동,허브스카이,3,1~10,99.92,654-1,27110,6
"    30,409",2006,2008, 남산동,허브스카이,3,1~10,99.92,654-1,27110,5
"    46,090",2006,2008, 남산동,허브스카이,3,1~10,151.32,654-1,27110,5
"    40,389",2006,2008, 남산동,허브스카이,3,1~10,130.91,654-1,27110,7
"    44,170",2006,2008, 남산동,허브스카이,3,1~10,139.07,654-1,27110,16
"    46,090",2006,2008, 남산동,허브스카이,3,1~10,151.32,654-1,27110,6
"    40,389",2006,2008, 남산동,허브스카이,3,1~10,130.91,654-1,27110,8
"    17,350",2005,2008, 남산동,남산그린타운,3,11~20,69.24,2937-1,27110,17
"    13,830",1993,2008, 남산동,보성황실타운,3,11~20,84.99,2466-1,27110,18
"    14,000",1993,2008, 남산동,보성황실타운,3,11~20,84.99,2466-1,27110,2
"    42,415",2006,2008, 남산동,허브스카이,3,11~20,139.07,654-1,27110,6
"    42,415",2006,2008, 남산동,허브스카이,3,11~20,139.07,654-1,27110,6
"     9,400",2005,2008, 남산동,남산모던,3,11~20,58.43,2482-255,27110,6
"    38,600",2007,2008, 남산동,반월당삼정그린코아,3,11~20,134.87,665,27110,29
